NaN,NaN,0.708,0.139,0.081999,NaN,NaN,NaN
NaN,NaN,0.351,0.16,0.0020042,0.227,0.016004,NaN
NaN,NaN,0.082002,0.161,0.257,0.174,0.542,NaN
NaN,NaN,NaN,0.199,0.047004,0.111,0.099007,0.158
NaN,NaN,1.025,0.107,0.17901,0.056006,0.17,NaN
NaN,1.162,0.228,0.27,0.19901,NaN,NaN,NaN
NaN,NaN,0.015999,0.233,NaN,NaN,NaN,NaN
NaN,NaN,0.177,0.305,0.294,0.162,NaN,NaN
NaN,0.91801,0.015999,0.123,0.344,1.115,0.167,NaN
NaN,NaN,NaN,NaN,0.321,0.039004,0.101,0.123
NaN,0.923,0.064001,0.0020055,0.166,NaN,NaN,NaN
NaN,NaN,0.484,0.119,0.21301,0.24701,0.182,NaN
NaN,0.761,0.16401,0.011004,NaN,0.022003,NaN,0.070003
